"workerid","nat","age","gender","race","region","gendComments","raceComments","genComments","name1","trialtype","content","qtype","context","prev","rhetorical","negevidential","posepist","surprise","indignation","comment","experiment","qtype2"
"S_362","Y","60s","F","CAU","MA",NA,"","","Andrew","mnpi","clue","pq","c1","mnpi-clue-c2-neg",2,74,77,65,71,"","exp2b","pq"
"S_362","Y","60s","F","CAU","MA",NA,"","","Sally","evenh","praise","evenq","c1","evenh-praise-c2-pos",74,23,90,69,1,"","exp2b","evenq"
"S_17","Y","30s","F","CAU","SO",NA,"","","Jacob","evenl","smallest","evenq","c1","evenl-smallest-c2-neg",15,59,19,88,27,"","exp2b","evenq"
"S_17","Y","30s","F","CAU","SO",NA,"","","Lily","snpi","anything","pq2","c1","snpi-anything-c2-neg",14,76,14,82,53,"","exp2b","pq"
"S_17","Y","30s","F","CAU","SO",NA,"","","Andrew","mnpi","clue","evenpnq","c1","mnpi-clue-c2-neg",19,86,17,90,44,"","exp2b","evenpnq"
"S_17","Y","30s","F","CAU","SO",NA,"","","Sally","evenh","praise","pnq","c1","evenh-praise-c2-pos",87,23,85,41,28,"","exp2b","pnq"
"S_184","Y","20s","F","CAU","MW",NA,"","","Sally","evenh","praise","evenq","c1","evenh-praise-c2-pos",0,100,0,100,0,"","exp2b","evenq"
"S_184","Y","20s","F","CAU","MW",NA,"","","Jacob","evenl","smallest","evenpnq","c1","evenl-smallest-c2-neg",0,100,100,0,41,"","exp2b","evenpnq"
"S_184","Y","20s","F","CAU","MW",NA,"","","Lily","snpi","anything","pnq2","c1","snpi-anything-c2-neg",83,100,100,100,36,"","exp2b","pnq"
"S_184","Y","20s","F","CAU","MW",NA,"","","Andrew","mnpi","clue","pq","c1","mnpi-clue-c2-neg",100,100,100,100,100,"","exp2b","pq"
"S_90","Y","20s","F","LAT","MA",NA,"","","Carrie","evenl","hint","pnq","c1","evenl-hint-c2-neg",20,66,62,83,64,"","exp2b","pnq"
"S_90","Y","20s","F","LAT","MA",NA,"","","Matt","evenh","read","pq","c1","evenh-read-c2-pos",73,14,56,11,0,"","exp2b","pq"
"S_90","Y","20s","F","LAT","MA",NA,"","","Alice","mnpi","wink","evenq","c1","mnpi-wink-c2-neg",9,92,53,22,0,"","exp2b","evenq"
"S_90","Y","20s","F","LAT","MA",NA,"","","Roy","snpi","ever","evenpnq","c1","snpi-ever-c2-neg",9,95,70,84,0,"","exp2b","evenpnq"
"S_196","Y","40s","M","CAU","MA",NA,"","","Jacob","evenl","smallest","pnq","c1","evenl-smallest-c2-neg",92,40,87,75,42,"","exp2b","pnq"
"S_196","Y","40s","M","CAU","MA",NA,"","","Andrew","mnpi","clue","evenq","c1","mnpi-clue-c2-neg",65,81,67,82,60,"","exp2b","evenq"
"S_196","Y","40s","M","CAU","MA",NA,"","","Lily","snpi","anything","evenpnq","c1","snpi-anything-c2-neg",55,88,84,96,56,"","exp2b","evenpnq"
"S_196","Y","40s","M","CAU","MA",NA,"","","Sally","evenh","praise","pq","c1","evenh-praise-c2-pos",86,44,69,39,35,"","exp2b","pq"
"S_352","N","40s","F","CAU","nonUS",NA,"","","Jacob","evenl","smallest","pq","c1","evenl-smallest-c2-neg",50,23,87,59,21,"","exp2b","pq"
"S_352","N","40s","F","CAU","nonUS",NA,"","","Lily","snpi","anything","evenq","c1","snpi-anything-c2-neg",79,80,86,86,25,"","exp2b","evenq"
"S_352","N","40s","F","CAU","nonUS",NA,"","","Sally","evenh","praise","evenpnq","c1","evenh-praise-c2-pos",86,87,92,51,10,"","exp2b","evenpnq"
"S_352","N","40s","F","CAU","nonUS",NA,"","","Andrew","mnpi","clue","pnq","c1","mnpi-clue-c2-neg",92,61,93,90,1,"","exp2b","pnq"
"S_163","Y","50s","F","CAU","SO",NA,"","","Alice","mnpi","wink","evenpnq","c1","mnpi-wink-c2-neg",76,34,72,67,21,"","exp2b","evenpnq"
"S_163","Y","50s","F","CAU","SO",NA,"","","Carrie","evenl","hint","evenq","c1","evenl-hint-c2-neg",23,74,67,35,60,"","exp2b","evenq"
"S_163","Y","50s","F","CAU","SO",NA,"","","Roy","snpi","ever","pq","c1","snpi-ever-c2-neg",74,15,71,71,8,"","exp2b","pq"
"S_163","Y","50s","F","CAU","SO",NA,"","","Matt","evenh","read","pnq","c1","evenh-read-c2-pos",75,9,85,3,7,"","exp2b","pnq"
"S_234","Y","30s","M","CAU","MW",NA,"","","Sally","evenh","praise","pnq","c1","evenh-praise-c2-pos",21,10,13,81,14,"","exp2b","pnq"
"S_234","Y","30s","M","CAU","MW",NA,"","","Lily","snpi","anything","pq2","c1","snpi-anything-c2-neg",25,18,9,83,68,"","exp2b","pq"
"S_234","Y","30s","M","CAU","MW",NA,"","","Jacob","evenl","smallest","evenq","c1","evenl-smallest-c2-neg",23,20,66,83,53,"","exp2b","evenq"
"S_234","Y","30s","M","CAU","MW",NA,"","","Andrew","mnpi","clue","evenpnq","c1","mnpi-clue-c2-neg",29,30,65,30,61,"","exp2b","evenpnq"
"S_350","Y","20s","M","CAU","SW",NA,"","","Andrew","mnpi","clue","pq","c1","mnpi-clue-c2-neg",60,66,73,47,56,"","exp2b","pq"
"S_350","Y","20s","M","CAU","SW",NA,"","","Sally","evenh","praise","evenq","c1","evenh-praise-c2-pos",64,70,57,72,71,"","exp2b","evenq"
"S_350","Y","20s","M","CAU","SW",NA,"","","Lily","snpi","anything","pnq2","c1","snpi-anything-c2-neg",71,78,72,81,64,"","exp2b","pnq"
"S_350","Y","20s","M","CAU","SW",NA,"","","Jacob","evenl","smallest","evenpnq","c1","evenl-smallest-c2-neg",73,84,69,78,68,"","exp2b","evenpnq"
"S_367","Y","20s","M","ASI","SW",NA,"","","Alice","mnpi","wink","evenq","c1","mnpi-wink-c2-neg",60,48,15,30,26,"","exp2b","evenq"
"S_367","Y","20s","M","ASI","SW",NA,"","","Carrie","evenl","hint","pnq","c1","evenl-hint-c2-neg",21,72,11,33,74,"","exp2b","pnq"
"S_367","Y","20s","M","ASI","SW",NA,"","","Roy","snpi","ever","evenpnq","c1","snpi-ever-c2-neg",12,77,77,79,16,"","exp2b","evenpnq"
"S_367","Y","20s","M","ASI","SW",NA,"","","Matt","evenh","read","pq","c1","evenh-read-c2-pos",87,24,85,21,8,"","exp2b","pq"
"S_318","Y","40s","M","CAU","MA",NA,"","","Lily","snpi","anything","evenpnq","c1","snpi-anything-c2-neg",4,94,12,94,92,"","exp2b","evenpnq"
"S_318","Y","40s","M","CAU","MA",NA,"","","Jacob","evenl","smallest","pnq","c1","evenl-smallest-c2-neg",70,85,80,88,4,"","exp2b","pnq"
"S_318","Y","40s","M","CAU","MA",NA,"","","Sally","evenh","praise","pq","c1","evenh-praise-c2-pos",60,38,38,56,5,"","exp2b","pq"
"S_318","Y","40s","M","CAU","MA",NA,"","","Andrew","mnpi","clue","evenq","c1","mnpi-clue-c2-neg",10,92,22,76,33,"","exp2b","evenq"
"S_191","Y","20s","M","CAU","SW",NA,"","","Roy","snpi","ever","pq","c1","snpi-ever-c2-neg",82,0,0,0,0,"","exp2b","pq"
"S_191","Y","20s","M","CAU","SW",NA,"","","Alice","mnpi","wink","evenpnq","c1","mnpi-wink-c2-neg",51,51,100,85,0,"","exp2b","evenpnq"
"S_191","Y","20s","M","CAU","SW",NA,"","","Matt","evenh","read","pnq","c1","evenh-read-c2-pos",100,17,96,0,0,"","exp2b","pnq"
"S_191","Y","20s","M","CAU","SW",NA,"","","Carrie","evenl","hint","evenq","c1","evenl-hint-c2-neg",10,76,58,60,0,"","exp2b","evenq"
"S_376","Y","50s","F","CAU","MW",NA,"","","Sally","evenh","praise","evenpnq","c1","evenh-praise-c2-pos",3,83,17,80,10,"","exp2b","evenpnq"
"S_376","Y","50s","F","CAU","MW",NA,"","","Jacob","evenl","smallest","pq","c1","evenl-smallest-c2-neg",80,80,20,87,0,"","exp2b","pq"
"S_376","Y","50s","F","CAU","MW",NA,"","","Lily","snpi","anything","evenq","c1","snpi-anything-c2-neg",91,4,5,92,61,"","exp2b","evenq"
"S_376","Y","50s","F","CAU","MW",NA,"","","Andrew","mnpi","clue","pnq","c1","mnpi-clue-c2-neg",10,87,9,80,1,"","exp2b","pnq"
"S_197","Y","50s","M","CAU","SO",NA,"","","Jacob","evenl","smallest","evenq","c1","evenl-smallest-c2-neg",100,70,85,10,55,"","exp2b","evenq"
"S_197","Y","50s","M","CAU","SO",NA,"","","Sally","evenh","praise","pnq","c1","evenh-praise-c2-pos",90,65,10,60,5,"","exp2b","pnq"
"S_197","Y","50s","M","CAU","SO",NA,"","","Andrew","mnpi","clue","evenpnq","c1","mnpi-clue-c2-neg",0,65,50,60,70,"","exp2b","evenpnq"
"S_197","Y","50s","M","CAU","SO",NA,"","","Lily","snpi","anything","pq2","c1","snpi-anything-c2-neg",40,70,95,95,15,"","exp2b","pq"
"S_217","Y","30s","F","CAU","MW",NA,"","","Lily","snpi","anything","evenq","c1","snpi-anything-c2-neg",0,100,100,83,89,"","exp2b","evenq"
"S_217","Y","30s","F","CAU","MW",NA,"","","Jacob","evenl","smallest","pq","c1","evenl-smallest-c2-neg",100,76,87,2,0,"","exp2b","pq"
"S_217","Y","30s","F","CAU","MW",NA,"","","Sally","evenh","praise","evenpnq","c1","evenh-praise-c2-pos",13,83,49,17,0,"","exp2b","evenpnq"
"S_217","Y","30s","F","CAU","MW",NA,"","","Andrew","mnpi","clue","pnq","c1","mnpi-clue-c2-neg",69,76,95,33,0,"","exp2b","pnq"
"S_11","Y","30s","M","AFR","SO",NA,"","","Jacob","evenl","smallest","evenpnq","c1","evenl-smallest-c2-neg",100,100,94,85,65,"","exp2b","evenpnq"
"S_11","Y","30s","M","AFR","SO",NA,"","","Sally","evenh","praise","evenq","c1","evenh-praise-c2-pos",28,72,38,94,68,"","exp2b","evenq"
"S_11","Y","30s","M","AFR","SO",NA,"","","Andrew","mnpi","clue","pq","c1","mnpi-clue-c2-neg",100,10,28,74,21,"","exp2b","pq"
"S_11","Y","30s","M","AFR","SO",NA,"","","Lily","snpi","anything","pnq2","c1","snpi-anything-c2-neg",65,23,100,99,76,"","exp2b","pnq"
"S_127","Y","50s","F","CAU","WE",NA,"","","Sally","evenh","praise","evenq","c1","evenh-praise-c2-pos",10,41,84,74,32,"","exp2b","evenq"
"S_127","Y","50s","F","CAU","WE",NA,"","","Jacob","evenl","smallest","evenpnq","c1","evenl-smallest-c2-neg",75,9,88,92,0,"","exp2b","evenpnq"
"S_127","Y","50s","F","CAU","WE",NA,"","","Lily","snpi","anything","pnq2","c1","snpi-anything-c2-neg",63,62,87,73,32,"","exp2b","pnq"
"S_127","Y","50s","F","CAU","WE",NA,"","","Andrew","mnpi","clue","pq","c1","mnpi-clue-c2-neg",6,5,17,29,4,"","exp2b","pq"
"S_78","Y","30s","M","CAU","SW",NA,"","","Alice","mnpi","wink","pnq","c1","mnpi-wink-c2-neg",27,62,74,60,36,"","exp2b","pnq"
"S_78","Y","30s","M","CAU","SW",NA,"","","Roy","snpi","ever","evenq","c1","snpi-ever-c2-neg",42,67,72,36,72,"","exp2b","evenq"
"S_78","Y","30s","M","CAU","SW",NA,"","","Carrie","evenl","hint","pq","c1","evenl-hint-c2-neg",26,40,74,86,64,"","exp2b","pq"
"S_78","Y","30s","M","CAU","SW",NA,"","","Matt","evenh","read","evenpnq","c1","evenh-read-c2-pos",33,31,68,64,39,"","exp2b","evenpnq"
"S_230","Y","50s","F","CAU","SO",NA,"","","Carrie","evenl","hint","pnq","c1","evenl-hint-c2-neg",0,0,0,82,25,"","exp2b","pnq"
"S_230","Y","50s","F","CAU","SO",NA,"","","Alice","mnpi","wink","evenq","c1","mnpi-wink-c2-neg",0,0,18,0,0,"","exp2b","evenq"
"S_230","Y","50s","F","CAU","SO",NA,"","","Matt","evenh","read","pq","c1","evenh-read-c2-pos",51,0,0,20,0,"","exp2b","pq"
"S_230","Y","50s","F","CAU","SO",NA,"","","Roy","snpi","ever","evenpnq","c1","snpi-ever-c2-neg",0,80,0,0,79,"","exp2b","evenpnq"
"S_76","Y","30s","M","CAU","MA",NA,"","","Andrew","mnpi","clue","pnq","c1","mnpi-clue-c2-neg",34,77,69,61,63,"","exp2b","pnq"
"S_76","Y","30s","M","CAU","MA",NA,"","","Sally","evenh","praise","evenpnq","c1","evenh-praise-c2-pos",73,24,72,96,36,"","exp2b","evenpnq"
"S_76","Y","30s","M","CAU","MA",NA,"","","Jacob","evenl","smallest","pq","c1","evenl-smallest-c2-neg",83,61,97,69,28,"","exp2b","pq"
"S_76","Y","30s","M","CAU","MA",NA,"","","Lily","snpi","anything","evenq","c1","snpi-anything-c2-neg",2,100,99,98,100,"","exp2b","evenq"
"S_178","Y","60s","F","CAU","SO",NA,"","","Sally","evenh","praise","pnq","c1","evenh-praise-c2-pos",32,92,88,83,52,"","exp2b","pnq"
"S_178","Y","60s","F","CAU","SO",NA,"","","Jacob","evenl","smallest","evenq","c1","evenl-smallest-c2-neg",59,99,89,100,75,"","exp2b","evenq"
"S_178","Y","60s","F","CAU","SO",NA,"","","Lily","snpi","anything","pq2","c1","snpi-anything-c2-neg",20,97,80,96,76,"","exp2b","pq"
"S_178","Y","60s","F","CAU","SO",NA,"","","Andrew","mnpi","clue","evenpnq","c1","mnpi-clue-c2-neg",52,85,59,53,32,"","exp2b","evenpnq"
"S_382","Y","40s","F","NAT","MA",NA,"","","Alice","mnpi","wink","evenpnq","c1","mnpi-wink-c2-neg",76,78,66,79,67,"Nil","exp2b","evenpnq"
"S_382","Y","40s","F","NAT","MA",NA,"","","Carrie","evenl","hint","evenq","c1","evenl-hint-c2-neg",70,72,73,60,61,"Nil","exp2b","evenq"
"S_382","Y","40s","F","NAT","MA",NA,"","","Roy","snpi","ever","pq","c1","snpi-ever-c2-neg",74,61,75,62,61,"Nil","exp2b","pq"
"S_382","Y","40s","F","NAT","MA",NA,"","","Matt","evenh","read","pnq","c1","evenh-read-c2-pos",77,69,70,64,67,"Nil","exp2b","pnq"
"S_355","Y","60s","F","CAU","NE",NA,"","","Sally","evenh","praise","evenpnq","c1","evenh-praise-c2-pos",25,66,29,87,29,"","exp2b","evenpnq"
"S_355","Y","60s","F","CAU","NE",NA,"","","Andrew","mnpi","clue","pnq","c1","mnpi-clue-c2-neg",21,65,89,69,75,"","exp2b","pnq"
"S_355","Y","60s","F","CAU","NE",NA,"","","Lily","snpi","anything","evenq","c1","snpi-anything-c2-neg",76,100,24,66,47,"","exp2b","evenq"
"S_355","Y","60s","F","CAU","NE",NA,"","","Jacob","evenl","smallest","pq","c1","evenl-smallest-c2-neg",80,62,80,76,29,"","exp2b","pq"
"S_377","Y","30s","F","CAU","SO",NA,"","","Carrie","evenl","hint","pnq","c1","evenl-hint-c2-neg",72,10,37,81,62,"","exp2b","pnq"
"S_377","Y","30s","F","CAU","SO",NA,"","","Matt","evenh","read","pq","c1","evenh-read-c2-pos",85,25,78,32,3,"","exp2b","pq"
"S_377","Y","30s","F","CAU","SO",NA,"","","Roy","snpi","ever","evenpnq","c1","snpi-ever-c2-neg",93,81,97,89,7,"","exp2b","evenpnq"
"S_377","Y","30s","F","CAU","SO",NA,"","","Alice","mnpi","wink","evenq","c1","mnpi-wink-c2-neg",9,82,27,52,9,"","exp2b","evenq"
"S_26","Y","20s","M","AFR","WE",NA,"","","Jacob","evenl","smallest","pnq","c1","evenl-smallest-c2-neg",81,36,59,61,30,"","exp2b","pnq"
"S_26","Y","20s","M","AFR","WE",NA,"","","Lily","snpi","anything","evenpnq","c1","snpi-anything-c2-neg",84,70,62,74,63,"","exp2b","evenpnq"
"S_26","Y","20s","M","AFR","WE",NA,"","","Andrew","mnpi","clue","evenq","c1","mnpi-clue-c2-neg",66,67,64,56,41,"","exp2b","evenq"
"S_26","Y","20s","M","AFR","WE",NA,"","","Sally","evenh","praise","pq","c1","evenh-praise-c2-pos",68,54,57,26,3,"","exp2b","pq"
"S_38","Y","60s","F","OTH","SO",NA,"","","Alice","mnpi","wink","evenpnq","c1","mnpi-wink-c2-neg",7,90,82,75,10,"","exp2b","evenpnq"
"S_38","Y","60s","F","OTH","SO",NA,"","","Matt","evenh","read","pnq","c1","evenh-read-c2-pos",96,26,38,88,9,"","exp2b","pnq"
"S_38","Y","60s","F","OTH","SO",NA,"","","Carrie","evenl","hint","evenq","c1","evenl-hint-c2-neg",75,81,30,80,34,"","exp2b","evenq"
"S_38","Y","60s","F","OTH","SO",NA,"","","Roy","snpi","ever","pq","c1","snpi-ever-c2-neg",31,52,43,81,0,"","exp2b","pq"
"S_27","Y","50s","M","CAU","MW",NA,"","","Lily","snpi","anything","pq2","c1","snpi-anything-c2-neg",19,25,76,67,71,"It is a weird response wince Lily already knows Nora did not bring anything","exp2b","pq"
"S_27","Y","50s","M","CAU","MW",NA,"","","Jacob","evenl","smallest","evenq","c1","evenl-smallest-c2-neg",67,27,62,64,11,"","exp2b","evenq"
"S_27","Y","50s","M","CAU","MW",NA,"","","Andrew","mnpi","clue","evenpnq","c1","mnpi-clue-c2-neg",19,83,68,46,37,"","exp2b","evenpnq"
"S_27","Y","50s","M","CAU","MW",NA,"","","Sally","evenh","praise","pnq","c1","evenh-praise-c2-pos",16,81,82,62,16,"again it is a weird response since Sally should already know the answer","exp2b","pnq"
"S_224","Y","30s","F","CAU","MW",NA,"","","Andrew","mnpi","clue","pnq","c1","mnpi-clue-c2-neg",80,80,60,60,19,"","exp2b","pnq"
"S_224","Y","30s","F","CAU","MW",NA,"","","Sally","evenh","praise","evenpnq","c1","evenh-praise-c2-pos",100,10,100,0,0,"","exp2b","evenpnq"
"S_224","Y","30s","F","CAU","MW",NA,"","","Lily","snpi","anything","evenq","c1","snpi-anything-c2-neg",0,100,60,50,95,"","exp2b","evenq"
"S_224","Y","30s","F","CAU","MW",NA,"","","Jacob","evenl","smallest","pq","c1","evenl-smallest-c2-neg",100,50,50,50,0,"","exp2b","pq"
"S_157","Y","30s","M","CAU","WE",NA,"","","Lily","snpi","anything","pq2","c1","snpi-anything-c2-neg",59,50,62,67,42,"","exp2b","pq"
"S_157","Y","30s","M","CAU","WE",NA,"","","Jacob","evenl","smallest","evenq","c1","evenl-smallest-c2-neg",44,68,61,66,25,"","exp2b","evenq"
"S_157","Y","30s","M","CAU","WE",NA,"","","Andrew","mnpi","clue","evenpnq","c1","mnpi-clue-c2-neg",32,65,51,56,58,"","exp2b","evenpnq"
"S_157","Y","30s","M","CAU","WE",NA,"","","Sally","evenh","praise","pnq","c1","evenh-praise-c2-pos",42,62,42,59,51,"","exp2b","pnq"
"S_254","Y","50s","F","AFR","SO",NA,"","","Matt","evenh","read","pq","c1","evenh-read-c2-pos",77,30,71,78,2,"","exp2b","pq"
"S_254","Y","50s","F","AFR","SO",NA,"","","Carrie","evenl","hint","pnq","c1","evenl-hint-c2-neg",18,50,62,95,50,"","exp2b","pnq"
"S_254","Y","50s","F","AFR","SO",NA,"","","Alice","mnpi","wink","evenq","c1","mnpi-wink-c2-neg",26,70,68,87,3,"","exp2b","evenq"
"S_254","Y","50s","F","AFR","SO",NA,"","","Roy","snpi","ever","evenpnq","c1","snpi-ever-c2-neg",72,75,73,77,1,"","exp2b","evenpnq"
"S_206","Y","30s","F","CAU","SW",NA,"","","Carrie","evenl","hint","evenpnq","c1","evenl-hint-c2-neg",13,92,81,94,80,"","exp2b","evenpnq"
"S_206","Y","30s","F","CAU","SW",NA,"","","Alice","mnpi","wink","pq","c1","mnpi-wink-c2-neg",94,7,81,7,6,"","exp2b","pq"
"S_206","Y","30s","F","CAU","SW",NA,"","","Matt","evenh","read","evenq","c1","evenh-read-c2-pos",33,26,22,14,9,"","exp2b","evenq"
"S_206","Y","30s","F","CAU","SW",NA,"","","Roy","snpi","ever","pnq","c1","snpi-ever-c2-neg",80,46,91,93,7,"","exp2b","pnq"
"S_70","Y","20s","F","CAU","MA",NA,"","","Matt","evenh","read","evenpnq","c1","evenh-read-c2-pos",67,87,93,70,0,"","exp2b","evenpnq"
"S_70","Y","20s","F","CAU","MA",NA,"","","Roy","snpi","ever","evenq","c1","snpi-ever-c2-neg",35,84,15,39,0,"","exp2b","evenq"
"S_70","Y","20s","F","CAU","MA",NA,"","","Alice","mnpi","wink","pnq","c1","mnpi-wink-c2-neg",78,63,100,72,0,"","exp2b","pnq"
"S_70","Y","20s","F","CAU","MA",NA,"","","Carrie","evenl","hint","pq","c1","evenl-hint-c2-neg",83,71,86,75,41,"","exp2b","pq"
"S_237","Y","30s","F","CAU","SO",NA,"","","Alice","mnpi","wink","pnq","c1","mnpi-wink-c2-neg",16,0,86,75,0,"","exp2b","pnq"
"S_237","Y","30s","F","CAU","SO",NA,"","","Matt","evenh","read","evenpnq","c1","evenh-read-c2-pos",95,87,98,62,2,"","exp2b","evenpnq"
"S_237","Y","30s","F","CAU","SO",NA,"","","Roy","snpi","ever","evenq","c1","snpi-ever-c2-neg",1,96,97,98,1,"","exp2b","evenq"
"S_237","Y","30s","F","CAU","SO",NA,"","","Carrie","evenl","hint","pq","c1","evenl-hint-c2-neg",2,3,47,3,46,"","exp2b","pq"
"S_40","Y","60s","F","CAU","WE",NA,"","","Roy","snpi","ever","pq","c1","snpi-ever-c2-neg",49,9,7,50,0,"","exp2b","pq"
"S_40","Y","60s","F","CAU","WE",NA,"","","Carrie","evenl","hint","evenq","c1","evenl-hint-c2-neg",35,73,58,62,48,"","exp2b","evenq"
"S_40","Y","60s","F","CAU","WE",NA,"","","Alice","mnpi","wink","evenpnq","c1","mnpi-wink-c2-neg",80,69,72,83,17,"","exp2b","evenpnq"
"S_40","Y","60s","F","CAU","WE",NA,"","","Matt","evenh","read","pnq","c1","evenh-read-c2-pos",88,74,66,65,5,"","exp2b","pnq"
"S_285","Y","20s","M","CAU","undefined",NA,"","South Florida","Jacob","evenl","smallest","evenq","c1","evenl-smallest-c2-neg",50,50,30,60,41,"","exp2b","evenq"
"S_285","Y","20s","M","CAU","undefined",NA,"","South Florida","Lily","snpi","anything","pq2","c1","snpi-anything-c2-neg",65,21,0,16,6,"","exp2b","pq"
"S_285","Y","20s","M","CAU","undefined",NA,"","South Florida","Sally","evenh","praise","pnq","c1","evenh-praise-c2-pos",83,39,77,50,56,"","exp2b","pnq"
"S_285","Y","20s","M","CAU","undefined",NA,"","South Florida","Andrew","mnpi","clue","evenpnq","c1","mnpi-clue-c2-neg",73,67,78,70,56,"","exp2b","evenpnq"
"S_291","Y","20s","M","CAU","SO",NA,"","","Lily","snpi","anything","evenpnq","c1","snpi-anything-c2-neg",49,0,49,0,0,"","exp2b","evenpnq"
"S_291","Y","20s","M","CAU","SO",NA,"","","Jacob","evenl","smallest","pnq","c1","evenl-smallest-c2-neg",76,49,81,0,0,"","exp2b","pnq"
"S_291","Y","20s","M","CAU","SO",NA,"","","Sally","evenh","praise","pq","c1","evenh-praise-c2-pos",75,0,73,0,0,"","exp2b","pq"
"S_291","Y","20s","M","CAU","SO",NA,"","","Andrew","mnpi","clue","evenq","c1","mnpi-clue-c2-neg",74,48,79,0,0,"","exp2b","evenq"
"S_96","Y","30s","M","CAU","MW",NA,"","","Andrew","mnpi","clue","evenpnq","c1","mnpi-clue-c2-neg",20,83,0,100,47,"","exp2b","evenpnq"
"S_96","Y","30s","M","CAU","MW",NA,"","","Lily","snpi","anything","pq2","c1","snpi-anything-c2-neg",32,70,0,100,43,"","exp2b","pq"
"S_96","Y","30s","M","CAU","MW",NA,"","","Sally","evenh","praise","pnq","c1","evenh-praise-c2-pos",34,64,85,11,9,"","exp2b","pnq"
"S_96","Y","30s","M","CAU","MW",NA,"","","Jacob","evenl","smallest","evenq","c1","evenl-smallest-c2-neg",41,55,29,67,29,"","exp2b","evenq"
"S_87","Y","20s","M","CAU","SO",NA,"","","Sally","evenh","praise","evenq","c1","evenh-praise-c2-pos",100,79,21,61,56,"","exp2b","evenq"
"S_87","Y","20s","M","CAU","SO",NA,"","","Lily","snpi","anything","pnq2","c1","snpi-anything-c2-neg",11,65,10,68,0,"","exp2b","pnq"
"S_87","Y","20s","M","CAU","SO",NA,"","","Jacob","evenl","smallest","evenpnq","c1","evenl-smallest-c2-neg",100,100,100,94,1,"","exp2b","evenpnq"
"S_87","Y","20s","M","CAU","SO",NA,"","","Andrew","mnpi","clue","pq","c1","mnpi-clue-c2-neg",4,6,14,59,0,"","exp2b","pq"
"S_308","Y","30s","M","CAU","MW",NA,"","","Carrie","evenl","hint","evenq","c1","evenl-hint-c2-neg",64,81,71,85,70,"","exp2b","evenq"
"S_308","Y","30s","M","CAU","MW",NA,"","","Alice","mnpi","wink","evenpnq","c1","mnpi-wink-c2-neg",72,84,63,76,86,"","exp2b","evenpnq"
"S_308","Y","30s","M","CAU","MW",NA,"","","Roy","snpi","ever","pq","c1","snpi-ever-c2-neg",67,62,67,86,72,"","exp2b","pq"
"S_308","Y","30s","M","CAU","MW",NA,"","","Matt","evenh","read","pnq","c1","evenh-read-c2-pos",20,69,33,21,44,"","exp2b","pnq"
"S_183","Y","30s","M","ASI","SO",NA,"","","Roy","snpi","ever","evenpnq","c1","snpi-ever-c2-neg",80,100,100,100,0,"","exp2b","evenpnq"
"S_183","Y","30s","M","ASI","SO",NA,"","","Alice","mnpi","wink","evenq","c1","mnpi-wink-c2-neg",0,100,100,71,0,"","exp2b","evenq"
"S_183","Y","30s","M","ASI","SO",NA,"","","Carrie","evenl","hint","pnq","c1","evenl-hint-c2-neg",100,51,100,76,0,"","exp2b","pnq"
"S_183","Y","30s","M","ASI","SO",NA,"","","Matt","evenh","read","pq","c1","evenh-read-c2-pos",100,51,100,0,0,"","exp2b","pq"
"S_330","Y","20s","M","ASI","MA",NA,"","","Jacob","evenl","smallest","evenq","c1","evenl-smallest-c2-neg",12,93,71,73,0,"No.","exp2b","evenq"
"S_330","Y","20s","M","ASI","MA",NA,"","","Andrew","mnpi","clue","evenpnq","c1","mnpi-clue-c2-neg",0,91,29,0,86,"No.","exp2b","evenpnq"
"S_330","Y","20s","M","ASI","MA",NA,"","","Sally","evenh","praise","pnq","c1","evenh-praise-c2-pos",70,19,33,72,0,"No.","exp2b","pnq"
"S_330","Y","20s","M","ASI","MA",NA,"","","Lily","snpi","anything","pq2","c1","snpi-anything-c2-neg",51,56,77,92,10,"No.","exp2b","pq"
"S_73","Y","20s","F","CAU","MA",NA,"","","Roy","snpi","ever","evenq","c1","snpi-ever-c2-neg",90,3,60,68,0,"","exp2b","evenq"
"S_73","Y","20s","F","CAU","MA",NA,"","","Alice","mnpi","wink","pnq","c1","mnpi-wink-c2-neg",31,77,92,83,0,"","exp2b","pnq"
"S_73","Y","20s","F","CAU","MA",NA,"","","Carrie","evenl","hint","pq","c1","evenl-hint-c2-neg",67,70,86,69,7,"","exp2b","pq"
"S_73","Y","20s","F","CAU","MA",NA,"","","Matt","evenh","read","evenpnq","c1","evenh-read-c2-pos",69,74,96,35,0,"","exp2b","evenpnq"
"S_115","Y","40s","F","CAU","NE",NA,"","","Matt","evenh","read","evenq","c1","evenh-read-c2-pos",9,6,47,26,7,"","exp2b","evenq"
"S_115","Y","40s","F","CAU","NE",NA,"","","Carrie","evenl","hint","evenpnq","c1","evenl-hint-c2-neg",0,100,7,0,71,"","exp2b","evenpnq"
"S_115","Y","40s","F","CAU","NE",NA,"","","Roy","snpi","ever","pnq","c1","snpi-ever-c2-neg",25,13,58,62,0,"","exp2b","pnq"
"S_115","Y","40s","F","CAU","NE",NA,"","","Alice","mnpi","wink","pq","c1","mnpi-wink-c2-neg",9,84,32,10,0,"","exp2b","pq"
"S_325","Y","20s","F","CAU","MA",NA,"","","Sally","evenh","praise","pq","c1","evenh-praise-c2-pos",16,0,0,0,0,"","exp2b","pq"
